51,335,0.23
51,323,0.05
51,448,0.11
51,449,0.05
51,450,0.29
51,451,0.04
51,169,0.17
51,452,0.1
52,453,0.05
52,454,0.12
52,455,0.18
52,185,0.05
52,456,0.07
52,457,0.3
52,458,0.33
53,459,0.05
53,460,0.15
53,341,0.14
53,461,0.15
53,462,0.07
53,463,0.04
53,464,0.06
53,215,0.04
53,465,0.06
53,466,0.08
54,467,0.04
54,468,0.04
54,17,0.07
54,94,0.04
54,469,0.05
54,470,0.04
54,108,0.08
54,471,0.04
54,472,0.07
54,473,0.06
54,474,0.07
54,475,0.06
54,476,0.04
54,477,0.06
54,478,0.04
54,2,0.18
54,479,0.04
54,480,0.13
54,481,0.17
54,51,0.04
54,482,0.04
55,483,0.14
55,484,0.05
55,485,0.07
56,249,0.04
56,255,0.08
57,486,0.05
57,487,0.06
57,488,0.06
57,489,0.05
57,490,0.06
57,491,0.07
58,492,0.2
58,493,0.05
59,494,0.05
59,495,0.04
60,496,0.05
60,497,0.06
60,498,0.05
61,499,0.05
61,500,0.04
61,501,0.04
62,502,0.05
62,503,0.08
63,504,0.06
63,505,0.04
63,506,0.05
63,507,0.11
64,508,0.08
65,509,0.06
65,510,0.07
65,511,0.1
65,512,0.05
66,513,0.06
67,514,0.05
67,515,0.04
67,516,0.05
67,517,0.05
67,518,0.07
67,519,0.07
68,520,0.05
68,521,0.05
68,522,0.04
68,523,0.05
68,524,0.07
68,525,0.05
68,526,0.15
68,527,0.12
69,528,0.05
69,529,0.05
69,530,0.05
69,531,0.04
69,532,0.06
70,533,0.06
70,534,0.11
70,535,0.21
70,536,0.1
70,537,0.05
70,538,0.25
70,539,0.06
70,540,0.06
71,541,0.05
71,542,0.05
71,543,0.05
71,544,0.05
71,545,0.48
71,546,0.07
71,547,0.07
71,548,0.04
71,549,0.1
72,157,0.07
72,153,0.05
72,550,0.04
73,551,0.05
74,552,0.05
74,553,0.04
74,554,0.1
75,555,0.07
75,556,0.14
76,557,0.04
76,558,0.05
76,559,0.06
76,560,0.08
76,561,0.04
76,562,0.04
77,563,0.13
77,359,0.05
77,564,0.05
77,565,0.24
77,566,0.05
78,300,0.04
79,567,0.1
80,568,0.05
80,569,0.12
80,570,0.04
80,1,0.06
80,571,0.11
80,45,0.12
80,572,0.32
80,573,0.05
80,68,0.04
80,574,0.06
80,575,0.08
80,576,0.05
80,577,0.06
80,578,0.08
80,579,0.04
80,580,0.07
80,52,0.1
81,1,0.13
81,581,0.04
81,578,0.05
82,582,0.04
82,583,0.04
82,584,0.08
82,585,0.05
82,586,0.07
82,587,0.04
82,588,0.07
82,589,0.05
82,590,0.05
82,591,0.1
82,592,0.04
82,593,0.08
82,594,0.05
82,595,0.05
82,596,0.04
82,597,0.05
82,598,0.04
82,599,0.05
82,600,0.08
82,601,0.11
82,602,0.15
82,603,0.07
82,604,0.07
82,605,0.18
82,606,0.06
82,607,0.1
82,608,0.07
82,609,0.18
82,610,0.13
82,611,0.08
82,612,0.08
83,613,0.04
83,614,0.05
83,496,0.05
83,273,0.04
83,286,0.06
83,268,0.05
83,262,0.11
83,615,0.06
83,616,0.15
83,284,0.04
83,617,0.07
83,618,0.05
83,619,0.15
83,620,0.2
83,621,0.04
83,622,0.05
83,623,0.13
83,624,0.08
83,625,0.07
83,287,0.08
83,276,0.04
83,626,0.06
83,627,0.15
83,628,0.04
83,629,0.1
83,630,0.05
83,631,0.07
83,290,0.1
83,632,0.21
83,633,0.05
83,634,0.17
83,635,0.12
83,636,0.1
83,637,0.05
83,638,0.19
83,639,0.19
83,640,0.13
83,641,0.05
83,642,0.08
83,450,0.06
83,289,0.04
83,643,0.06
83,644,0.1
84,203,0.17
84,76,0.06
84,645,0.18
84,196,0.17
84,646,0.04
84,201,0.13
84,206,0.04
84,86,0.06
84,344,0.19
84,647,0.05
84,648,0.17
84,649,0.05
84,78,0.04
84,83,0.06
84,202,0.42
84,213,0.07
84,650,0.1
84,84,0.06
84,212,0.27
84,651,0.1
84,77,0.1
85,427,0.11
85,652,0.11
85,187,0.04
85,422,0.05
85,653,0.04
85,654,0.05
85,655,0.04
85,656,0.04
85,334,0.05
85,325,0.07
85,657,0.11
85,330,0.11
85,658,0.1
85,328,0.05
85,443,0.04
85,431,0.1
85,160,0.06
85,659,0.19
85,660,0.04
85,449,0.11
85,435,0.04
86,661,0.04
86,662,0.07
86,663,0.04
86,664,0.04
86,423,0.07
86,314,0.11
86,665,0.04
86,171,0.07
86,666,0.05
86,667,0.05
86,175,0.04
86,658,0.1
86,668,0.04
86,329,0.05
86,180,0.05
86,335,0.15
86,669,0.19
86,323,0.05
86,670,0.04
86,671,0.07
87,672,0.08
87,673,0.06
88,674,0.11
88,675,0.07
88,676,0.05
88,677,0.08
88,678,0.12
88,79,0.04
88,679,0.13
89,680,0.04
90,681,0.04
91,682,0.04
91,683,0.04
91,684,0.04
91,685,0.04
92,686,0.18
92,687,0.07
93,688,0.04
93,689,0.05
93,690,0.06
93,691,0.07
93,692,0.1
93,693,0.05
93,694,0.07
93,695,0.05
93,696,0.04
93,697,0.08
93,698,0.06
93,699,0.12
93,700,0.05
93,701,0.07
93,702,0.15
93,703,0.04
93,704,0.05
93,705,0.07
93,706,0.15
93,707,0.07
93,708,0.04
93,709,0.13
93,710,0.19
93,711,0.19
93,712,0.26
93,713,0.07
93,714,0.11
93,715,0.04
93,716,0.08
93,717,0.14
93,718,0.04
93,719,0.12
93,720,0.1
94,721,0.05
94,722,0.05
94,723,0.07
94,724,0.1
94,725,0.14
94,726,0.04
94,727,0.13
94,728,0.04
94,729,0.17
94,730,0.11
95,731,0.05
95,732,0.06
95,733,0.27
95,734,0.26
96,735,0.04
96,736,0.07
96,737,0.04
96,738,0.06
97,739,0.04
97,740,0.05
98,741,0.14
99,742,0.08
99,106,0.04
99,743,0.04
99,570,0.14
99,744,0.08
99,745,0.04
99,746,0.04
99,747,0.06
99,88,0.19
99,748,0.04
99,749,0.11
99,750,0.21
99,751,0.04
99,107,0.11
99,752,0.04
99,753,0.1
99,576,0.05
99,36,0.05
99,754,0.1
99,38,0.05
99,47,0.08
99,46,0.05
99,755,0.04
99,42,0.04
99,578,0.04
100,564,0.05
100,359,0.1
100,756,0.04
100,757,0.04
100,758,0.05
100,759,0.06
100,760,0.05
100,761,0.05
100,762,0.07
100,763,0.05
100,764,0.07
100,765,0.05
100,766,0.05
100,767,0.06
100,768,0.08
100,769,0.06
100,770,0.18
100,771,0.04
100,772,0.07
100,773,0.07
100,774,0.04
100,775,0.05
100,776,0.15
100,238,0.13
100,777,0.05
100,778,0.1
100,779,0.1
100,543,0.05
100,780,0.05
100,545,0.05
100,781,0.04
100,782,0.13
100,783,0.05
100,784,0.1
100,785,0.07
100,786,0.05
100,787,0.05
100,5,0.05
100,788,0.04
100,789,0.04
100,790,0.05
100,791,0.05
100,792,0.05
100,793,0.05
100,794,0.04
100,517,0.1
100,795,0.04
100,796,0.17
100,797,0.04
100,547,0.05
100,516,0.07
100,798,0.1
100,799,0.07
100,800,0.07
100,801,0.07
100,802,0.05
100,803,0.05
100,804,0.05
100,4,0.07
100,805,0.05
100,806,0.06
100,807,0.14
100,808,0.06
100,809,0.14
100,810,0.06
100,811,0.07
100,812,0.05
100,813,0.05
100,814,0.1
100,815,0.1
100,816,0.1
100,817,0.06
100,818,0.05
100,819,0.05
100,820,0.06
100,566,0.05
100,821,0.04
100,822,0.04
100,823,0.06
100,824,0.07
100,825,0.14
100,826,0.14
100,827,0.07
100,828,0.04
100,829,0.05
100,830,0.06
100,831,0.05
100,832,0.14
100,833,0.31
100,834,0.18
100,835,0.1
100,836,0.07
100,837,0.15
100,838,0.24
100,839,0.1
100,840,0.13
100,841,0.26
100,842,0.12
100,843,0.17
100,844,0.05
100,845,0.13
100,846,0.14
100,847,0.05
100,848,0.25
100,849,0.19
100,850,0.05
100,64,0.04
100,851,0.07
100,852,0.05
100,853,0.07
100,61,0.18
100,854,0.08
100,855,0.07
100,856,0.11
100,857,0.07
100,858,0.15
100,859,0.15
100,860,0.11
100,861,0.05
100,862,0.06
100,863,0.04
100,864,0.06
100,865,0.05
100,866,0.06
100,867,0.07
100,868,0.05
100,869,0.1
100,870,0.14
100,871,0.08
100,872,0.06
100,873,0.14
100,58,0.15
100,874,0.11
100,875,0.1
100,876,0.05
100,877,0.14
100,878,0.07
100,879,0.07
100,880,0.07
100,881,0.07
100,882,0.29
100,883,0.04
100,884,0.08
100,885,0.04
100,886,0.05
100,887,0.15
100,888,0.14
100,889,0.05
100,55,0.11
100,890,0.27
100,891,0.1
100,892,0.07
100,893,0.12
100,60,0.05
100,894,0.3
100,895,0.23
100,896,0.05
100,897,0.04
100,898,0.13
100,899,0.13
100,900,0.2
100,901,0.13
100,59,0.36
100,902,0.04
100,903,0.08
100,904,0.15
100,905,0.06
100,906,0.12
100,907,0.05
100,908,0.1
100,909,0.04
100,910,0.12
100,911,0.04
100,912,0.06
100,913,0.12
100,914,0.05
100,915,0.04
100,916,0.05
100,917,0.05
100,918,0.05
100,919,0.08
100,920,0.07
100,921,0.08
100,922,0.06
100,923,0.1
100,924,0.05
100,925,0.07
100,926,0.07
100,927,0.05
100,928,0.13
100,929,0.14
100,930,0.04
100,63,0.08
100,931,0.12
100,932,0.11
100,933,0.24
100,934,0.13
101,435,0.07
101,314,0.07
101,935,0.05
101,414,0.05
102,64,0.04
102,919,0.04
102,936,0.13
102,937,0.04
102,938,0.12
103,939,0.06
103,940,0.05
103,147,0.07
103,941,0.05
103,942,0.04
103,134,0.05
103,153,0.12
103,943,0.05
103,266,0.07
103,944,0.11
103,945,0.1
103,270,0.06
103,135,0.05
103,946,0.17
103,156,0.14
103,158,0.14
103,947,0.07
103,948,0.1
103,949,0.06
103,136,0.12
103,950,0.31
103,951,0.05
103,952,0.12
103,953,0.05
103,132,0.05
103,954,0.1
103,955,0.15
103,176,0.17
103,956,0.1
103,957,0.46
104,958,0.1
105,959,0.05
106,960,0.07
106,961,0.05
107,962,0.05
107,963,0.1
107,964,0.04
107,965,0.08
107,966,0.13
107,967,0.07
107,958,0.31
107,968,0.04
107,969,0.12
107,970,0.07
107,971,0.21
108,972,0.05
108,973,0.04
108,974,0.04
108,975,0.04
109,822,0.04
109,976,0.07
109,827,0.07
109,832,0.14
109,834,0.2
109,977,0.07
109,853,0.04
109,866,0.05
109,978,0.07
109,895,0.08
109,979,0.08
109,980,0.04
109,981,0.13
109,851,0.05
109,846,0.19
109,982,0.07
109,833,0.12
109,983,0.05
110,984,0.06
111,985,0.07
111,986,0.04
111,96,0.04
111,50,0.04
111,573,0.11
112,987,0.14
112,988,0.04
112,750,0.06
112,989,0.11
112,990,0.14
112,991,0.07
112,992,0.05
112,993,0.05
112,994,0.1
112,995,0.04
112,996,0.04
112,997,0.04
112,998,0.11
112,999,0.06
112,1000,0.08
112,1001,0.05
112,17,0.13
112,1002,0.18
112,1003,0.17
112,1004,0.07
112,1005,0.04
112,1006,0.12
112,1007,0.08
112,1008,0.04
112,1009,0.04
112,88,0.07
112,51,0.05
112,476,0.05
112,744,0.07
112,1010,0.11
112,1011,0.06
112,1012,0.12
112,1013,0.24
112,1014,0.04
112,472,0.1
112,1015,0.04
112,1016,0.05
112,1017,0.07
112,1018,0.05
112,1019,0.04
112,1020,0.05
112,27,0.06
112,985,0.18
112,675,0.04
112,1021,0.11
112,677,0.14
112,1022,0.04
112,1023,0.04
112,1024,0.19
112,1025,0.14
112,1026,0.05
112,1027,0.18
112,1028,0.04
112,986,0.04
112,1029,0.06
112,470,0.11
112,1030,0.06
112,20,0.14
112,1031,0.13
112,1032,0.04
112,1033,0.05
112,105,0.17
112,1034,0.14
112,1035,0.04
112,1036,0.04
112,1037,0.05
112,1038,0.05
112,94,0.1
112,25,0.06
112,1039,0.05
112,1040,0.04
112,1041,0.14
113,613,0.07
113,270,0.11
113,1042,0.05
113,1043,0.05
113,617,0.04
113,268,0.1
113,622,0.04
113,1044,0.1
113,1045,0.04
113,1046,0.04
113,272,0.04
113,630,0.07
113,639,0.1
113,634,0.04
113,640,0.05
113,638,0.06
113,641,0.07
113,623,0.05
113,635,0.1
113,450,0.07
113,1047,0.19
113,287,0.13
113,1048,0.19
113,642,0.13
114,1049,0.05
114,1050,0.14
114,314,0.07
114,410,0.04
114,1051,0.04
114,1052,0.07
114,325,0.04
114,189,0.05
114,335,0.12
114,427,0.05
114,326,0.05
114,436,0.2
114,418,0.05
114,171,0.1
114,422,0.05
114,172,0.11
114,442,0.21
114,175,0.05
114,661,0.07
114,658,0.05
114,426,0.07
114,180,0.06
114,1053,0.05
114,190,0.07
114,148,0.04
114,425,0.07
114,151,0.12
114,1054,0.05
114,1055,0.08
114,417,0.04
114,662,0.07
114,313,0.04
114,1056,0.07
115,1057,0.04
116,1058,0.04
116,1059,0.04
116,1060,0.04
116,1061,0.05
116,1062,0.1
116,1063,0.07
116,1064,0.04
116,1065,0.08
116,718,0.07
116,1066,0.04
116,1067,0.04
116,596,0.04
116,1068,0.05
116,1069,0.05
116,1070,0.07
116,1071,0.05
116,1072,0.07
116,1073,0.05
116,1074,0.04
116,1075,0.04
116,1076,0.07
116,606,0.04
116,1077,0.05
116,603,0.17
116,595,0.05
116,1078,0.17
116,1079,0.05
116,1080,0.07
116,1081,0.19
116,1082,0.05
116,1083,0.05
116,601,0.04
116,1084,0.12
116,1085,0.05
116,1086,0.07
116,1087,0.05
116,1088,0.05
116,1089,0.12
116,1090,0.07
116,1091,0.07
116,1092,0.11
116,610,0.06
116,1093,0.05
116,1094,0.06
116,1095,0.04
116,1096,0.06
116,1097,0.13
116,1098,0.08
116,1099,0.05
116,602,0.07
116,605,0.04
116,592,0.15
116,1100,0.11
116,1101,0.04
116,1102,0.04
116,1103,0.06
116,1104,0.08
116,1105,0.05
116,1106,0.06
116,1107,0.1
116,1108,0.05
116,1109,0.1
116,1110,0.06
116,1111,0.05
116,1112,0.14
116,1113,0.12
116,1114,0.04
116,1115,0.05
116,604,0.14
116,611,0.06
116,1116,0.12
116,1117,0.05
116,1118,0.1
116,1119,0.07
116,1120,0.26
116,1121,0.05
116,1122,0.06
116,1123,0.07
117,674,0.11
117,1124,0.07
117,676,0.1
117,1038,0.05
117,677,0.07
117,477,0.04
117,1125,0.04
117,1000,0.04
117,48,0.04
117,1126,0.07
117,38,0.14
117,1127,0.04
117,1128,0.05
117,1129,0.04
117,1130,0.04
117,33,0.15
117,107,0.05
117,50,0.05
117,10,0.05
117,45,0.07
117,111,0.12
117,1131,0.04
117,81,0.07
117,1132,0.07
117,1133,0.04
117,1134,0.04
117,678,0.04
117,52,0.08
118,1135,0.06
118,1136,0.12
119,1137,0.18
119,1138,0.07
119,1139,0.18
120,1140,0.25
121,1141,0.08
121,1142,0.05
122,631,0.04
122,1044,0.05
122,287,0.04
122,273,0.04
122,1143,0.04
122,1144,0.06
122,625,0.05
122,626,0.04
122,627,0.38
123,1145,0.13
124,1146,0.18
124,412,0.07
124,1147,0.04
124,1148,0.07
124,410,0.07
124,411,0.14
124,1149,0.08
124,1150,0.07
124,325,0.14
124,1151,0.06
124,1052,0.07
124,1152,0.1
124,1153,0.07
124,445,0.05
124,1154,0.06
124,1155,0.07
124,1056,0.1
124,420,0.04
124,1156,0.04
124,661,0.11
124,1157,0.05
124,337,0.1
124,444,0.05
124,424,0.11
124,146,0.05
124,1158,0.04
124,1159,0.1
124,1160,0.06
124,1161,0.12
124,333,0.04
124,431,0.19
124,1054,0.05
124,1162,0.04
124,145,0.07
124,1049,0.4
124,330,0.08
124,421,0.04
124,427,0.11
124,313,0.35
124,171,0.13
124,185,0.1
124,1163,0.04
124,422,0.04
124,662,0.07
124,317,0.07
124,1164,0.08
124,666,0.14
124,199,0.14
124,1055,0.07
124,417,0.14
124,426,0.17
124,1165,0.12
124,425,0.23
124,1166,0.25
124,175,0.11
124,151,0.24
124,328,0.12
124,669,0.07
124,326,0.18
124,159,0.05
124,320,0.17
124,172,0.11
124,428,0.08
124,438,0.05
124,442,0.18
124,334,0.07
124,335,0.31
124,160,0.18
124,190,0.13
124,1167,0.18
124,329,0.07
124,437,0.14
124,180,0.08
124,323,0.13
124,164,0.21
124,436,0.1
124,332,0.08
124,1168,0.14
124,451,0.14
125,148,0.04
125,417,0.04
125,181,0.04
125,151,0.07
125,313,0.05
125,425,0.07
125,1169,0.05
125,1170,0.1
125,180,0.06
125,1171,0.05
125,1056,0.1
126,1172,0.05
127,1173,0.07
127,1174,0.13
128,1175,0.04
128,1176,0.05
128,1177,0.1
129,1178,0.06
129,1179,0.04
129,1180,0.04
129,1181,0.07
129,1182,0.11
129,1183,0.07
129,1184,0.07
129,1185,0.07
129,1186,0.1
130,1187,0.04
131,1188,0.04
132,1189,0.05
132,1190,0.05
132,1191,0.05
132,1192,0.05
132,1193,0.11
132,1194,0.04
132,1195,0.19
133,1196,0.07
133,1197,0.05
133,1198,0.05
134,1199,0.05
135,105,0.05
135,1006,0.05
135,43,0.05
135,996,0.04
135,1200,0.07
135,1201,0.06
135,1003,0.05
135,993,0.07
135,22,0.04
135,94,0.13
136,1009,0.04
136,1202,0.1
136,1203,0.04
136,1204,0.04
136,1205,0.04
136,1206,0.07
136,577,0.05
136,1207,0.04
136,1208,0.13
136,1209,0.14
136,1,0.04
136,574,0.04
136,1210,0.04
136,32,0.06
136,35,0.04
136,568,0.04
136,52,0.04
136,474,0.07
136,108,0.04
136,1211,0.04
136,1212,0.14
136,1213,0.05
137,325,0.04
137,1214,0.07
137,155,0.18
137,1215,0.1
137,1216,0.04
137,1217,0.04
137,1218,0.05
137,1219,0.04
137,1220,0.06
137,1166,0.04
137,1221,0.1
137,1222,0.12
137,1223,0.08
137,417,0.04
137,1224,0.04
137,653,0.04
137,420,0.04
137,431,0.07
137,652,0.04
137,666,0.05
137,161,0.07
137,184,0.21
137,188,0.06
137,422,0.27
137,333,0.08
137,185,0.14
137,324,0.21
138,1225,0.13
138,1226,0.04
138,1227,0.05
138,1228,0.05
138,77,0.04
139,328,0.05
140,1229,0.06
141,1230,0.07
141,1231,0.14
141,1232,0.07
141,1233,0.11
141,1234,0.05
141,1235,0.08
141,1236,0.05
141,1237,0.07
142,1238,0.05
143,1239,0.05
143,1240,0.18
144,1241,0.17
144,1242,0.06
145,1243,0.1
145,1244,0.13
145,1245,0.06
146,1246,0.06
147,1247,0.23
148,879,0.05
148,846,0.12
148,1248,0.07
148,882,0.23
148,893,0.05
148,859,0.12
148,1249,0.21
148,1250,0.13
148,1251,0.04
148,1252,0.04
148,1253,0.1
148,1254,0.15
148,1255,0.23
148,850,0.15
148,1256,0.17
149,1257,0.04
149,1258,0.04
149,1259,0.04
149,1260,0.04
149,1261,0.12
149,1262,0.04
149,1263,0.06
149,1264,0.05
149,1265,0.1
150,1266,0.11
150,1267,0.08
151,1268,0.05
151,1269,0.05
151,1270,0.05
151,1271,0.05
151,1272,0.06
151,1273,0.07
151,1274,0.07
151,1275,0.05
151,1276,0.14
151,1277,0.06
151,1278,0.05
151,1178,0.04
151,1279,0.05
151,1280,0.05
151,1281,0.07
151,1282,0.1
151,1283,0.1
151,1284,0.06
151,1285,0.04
151,694,0.15
151,690,0.07
151,1286,0.07
151,1287,0.07
151,1288,0.04
151,688,0.1
151,1289,0.08
151,1290,0.18
151,1291,0.29
151,1292,0.06
151,1293,0.15
151,1294,0.18
151,1295,0.11
151,1296,0.06
151,1297,0.18
151,1298,0.61
151,1299,0.04
151,1300,0.1
151,1301,0.15
151,1302,0.05
151,1303,0.11
151,1304,0.21
151,1305,0.14
151,1306,0.05
151,1307,0.17
