1,2
2,3
3,2
4,47
5,10
6,25
7,8
8,14
9,1
10,20
11,4
12,1
13,1
14,2
15,2
16,1
17,1
18,4
19,2
20,1
21,59
22,37
23,15
24,1
25,1
26,1
27,4
28,16
29,25
30,11
31,5
32,2
33,2
34,10
35,2
36,29
37,16
38,1
39,8
40,1
41,3
42,2
43,16
44,10
45,9
46,7
47,1
48,4
49,1
50,2
51,71
52,7
53,10
54,21
55,3
56,2
57,6
58,2
59,2
60,3
61,3
62,2
63,4
64,1
65,4
66,1
67,6
68,8
69,5
70,8
71,9
72,3
73,1
74,3
75,2
76,6
77,5
78,1
79,1
80,17
81,3
82,31
83,43
84,21
85,21
86,20
87,2
88,7
89,1
90,1
91,4
92,2
93,33
94,10
95,4
96,4
97,2
98,1
99,25
100,197
101,4
102,5
103,30
104,1
105,1
106,2
107,11
108,4
109,18
110,1
111,5
112,72
113,24
114,33
115,1
116,78
117,28
118,2
119,3
120,1
121,2
122,9
123,1
124,79
125,11
126,1
127,2
128,3
129,9
130,1
131,1
132,7
133,3
134,1
135,10
136,22
137,27
138,5
139,1
140,1
141,8
142,1
143,2
144,2
145,3
146,1
147,1
148,15
149,9
150,2
151,44
152,1
153,3
154,1
155,5
156,19
157,1
158,14
159,7
160,6
161,2
162,9
163,2
164,15
165,15
166,1
167,3
168,1
169,1
170,1
171,2
172,1
173,10
174,2
175,1
176,2
177,5
178,9
179,6
180,5
181,3
182,1
183,5
184,2
185,3
186,6
187,1
188,9
189,1
190,22
191,27
192,4
193,2
194,9
195,6
196,1
197,1
198,3
199,1
200,1
201,3
202,1
203,1
204,4
205,42
206,7
207,13
208,87
209,32
210,19
211,50
212,12
213,2
214,5
215,5
216,2
217,73
218,6
219,2
220,6
221,11
222,2
223,1
224,4
225,1
226,4
227,2
228,2
229,10
230,50
231,1
232,10
233,2
234,14
235,1
236,29
237,12
238,1
239,7
240,1
241,27
242,67
243,5
244,21
245,2
246,2
247,2
248,24
249,54
250,1
251,1
252,1
253,12
254,3
255,2
256,23
257,5
258,5
259,1
260,1
261,17
262,1
263,3
264,5
265,3
266,6
267,36
268,15
269,15
270,6
271,37
272,4
273,12
274,5
275,1
276,3
277,13
278,26
279,1
280,6
281,4
282,4
283,62
284,9
285,1
286,52
287,1
288,4
289,10
290,7
291,4
292,1
293,4
294,36
295,6
296,11
297,6
298,3
299,6
300,8
301,1
302,6
303,3
304,2
305,3
306,4
307,1
308,3
309,11
310,5
311,81
312,2
313,2
314,5
315,30
316,2
317,6
318,6
319,9
320,2
321,3
322,1
323,86
324,4
325,3
326,4
327,9
328,9
329,29
330,12
331,6
332,3
333,2
334,17
335,10
336,18
337,9
338,1
339,14
340,7
341,2
342,3
343,1
344,2
345,49
346,3
347,55
348,1
349,3
350,7
351,1
352,1
353,3
354,1
355,2
356,2
357,5
358,2
359,1
360,1
361,4
362,2
363,2
364,1
365,4
366,3
367,20
368,42
369,2
370,8
371,6
372,2
373,7
374,1
375,6
376,2
377,1
378,12
379,1
380,1
381,1
382,2
383,9
384,2
385,8
386,2
387,1
388,27
389,1
390,2
391,1
392,1
393,28
394,2
395,1
396,1
397,1
398,4
399,3
400,2
401,7
402,1
403,33
404,2
405,41
406,6
407,5
408,3
409,2
410,38
411,53
412,25
413,3
414,3
415,3
416,2
417,13
418,2
419,26
420,79
421,2
422,2
423,7
424,5
425,1
426,4
427,38
428,2
429,1
430,32
431,5
432,6
433,10
434,2
435,2
436,3
437,4
438,11
439,1
440,4
441,4
442,9
443,2
444,1
445,8
446,1
447,1
448,2
449,6
450,1
451,34
452,2
453,1
454,10
455,1
456,5
457,2
458,6
459,9
460,7
461,4
462,56
463,13
464,2
465,3
466,35
467,16
468,19
469,4
470,138
471,4
472,7
473,19
474,3
475,1
476,28
477,8
478,3
479,2
480,5
481,10
482,6
483,8
484,1
485,4
486,3
487,2
488,2
489,2
490,64
491,19
492,10
493,3
494,2
495,6
496,1
497,29
498,2
499,1
500,15
501,6
502,21
503,1
504,3
505,3
506,53
507,6
508,1
509,2
510,3
511,1
512,10
513,1
514,4
515,6
516,9
517,58
518,23
519,1
520,6
521,5
522,3
523,3
524,14
525,12
526,1
527,1
528,10
529,1
530,16
531,5
532,18
533,9
534,4
535,1
536,3
537,3
538,1
539,4
540,1
541,2
542,1
543,34
544,6
545,7
546,5
547,37
548,1
549,16
550,25
551,19
552,62
553,6
554,3
555,3
556,24
557,18
558,6
559,3
560,4
561,1
562,19
563,2
564,8
565,2
566,1
567,1
568,9
569,1
570,1
571,3
572,13
573,67
574,10
575,3
576,46
577,5
578,1
579,28
580,4
581,3
582,1
583,1
584,28
585,48
586,5
587,6
588,12
589,2
590,5
591,8
592,4
593,1
594,27
595,6
596,74
597,30
598,9
599,45
600,59
601,15
602,32
603,5
604,16
605,66
606,45
607,63
608,36
609,1
610,9
611,4
612,13
613,29
614,14
615,1
616,26
617,3
618,50
619,23
620,2
621,1
622,1
623,22
624,13
625,15
626,34
627,12
628,2
629,27
630,3
631,10
632,3
633,2
634,3
635,4
636,41
637,11
638,5
639,6
640,16
641,3
642,72
643,58
644,9
645,1
646,6
647,8
648,2
649,5
650,19
651,8
652,96
653,4
654,8
655,4
656,2
657,1
658,7
659,6
660,2
661,59
662,7
663,1
664,19
665,6
666,3
667,3
668,1
669,35
670,1
671,2
672,3
673,20
674,9
675,2
676,7
677,1
678,6
679,3
680,4
681,11
682,2
683,14
684,8
685,9
686,10
687,47
688,1
689,3
690,9
691,3
692,21
693,1
694,1
695,4
696,32
697,10
698,31
699,1
700,14
701,10
702,4
703,11
704,22
705,15
706,8
707,12
708,20
709,20
710,19
711,12
712,1
713,39
714,1
715,4
716,2
717,20
718,15
719,1
720,2
721,6
722,3
723,7
724,21
725,6
726,9
727,8
728,1
729,37
730,4
731,2
732,1
733,30
734,4
735,4
736,3
737,6
738,7
739,2
740,1
741,12
742,5
743,6
744,2
745,4
746,9
747,1
748,16
749,1
750,1
751,1
752,2
753,5
754,5
755,1
756,21
757,11
758,2
759,1
760,35
761,2
762,47
763,1
764,18
765,29
766,14
767,50
768,5
769,2
770,1
771,40
772,5
773,67
774,11
775,2
776,1
777,1
778,56
779,1
780,14
781,6
782,4
783,2
784,6
785,32
786,7
787,4
788,1
789,4
790,5
791,3
792,3
793,7
794,3
795,1
796,1
797,2
798,1
799,2
800,12
801,71
802,3
803,1
804,1
805,18
806,1
807,32
808,5
809,28
810,8
811,1
812,1
813,25
814,2
815,20
816,2
817,2
818,1
819,4
820,1
821,7
822,6
823,1
824,3
825,1
826,41
827,6
828,37
829,1
830,1
831,2
832,4
833,10
834,1
835,1
836,3
837,1
838,49
839,2
840,1
841,6
842,1
843,3
844,9
845,4
846,4
847,10
848,10
849,1
850,27
851,5
852,4
853,34
854,29
855,5
856,3
857,1
858,3
859,2
860,12
861,1
862,1
863,7
864,2
865,2
866,3
867,2
868,4
869,3
870,3
871,5
872,6
873,5
874,4
875,1
876,1
877,10
878,7
879,30
880,1
881,23
882,2
883,6
884,17
885,3
886,56
887,1
888,4
889,3
890,10
891,5
892,9
893,30
894,8
895,6
896,2
897,3
898,7
899,5
900,1
901,6
902,1
903,24
904,11
905,6
906,2
907,3
908,7
909,18
910,19
911,10
912,5
913,3
914,4
915,1
916,2
917,7
918,14
919,1
920,25
921,1
922,3
923,3
924,3
925,3
926,3
927,63
928,11
929,4
930,5
931,2
932,118
933,16
934,7
935,1
936,29
937,6
938,31
939,1
940,12
941,2
942,3
943,7
944,10
945,10
946,11
947,7
948,11
949,2
